
BSSID, First time seen, Last time seen, channel, Speed, Privacy, Cipher, Authentication, Power, # beacons, # IV, LAN IP, ID-length, ESSID, Key
DC:FE:07:A5:75:58, 2018-09-15 16:29:20, 2018-09-15 16:29:24, 11,  54, WPA2 WPA, CCMP TKIP,PSK,   0,       11,        0,   0.  0.  0.  0,  13, CBCI-9D1F-2.4, 
48:60:5F:07:95:76, 2018-09-15 16:29:19, 2018-09-15 16:29:28, 11,  54, WPA2, CCMP,PSK,   0,      359,        2,   0.  0.  0.  0,  16, LG Aristo 2 8980, 
BA:C1:11:C1:AA:C8, 2018-09-15 16:29:19, 2018-09-15 16:29:28, 11,  54, WPA2, CCMP,PSK,   0,        8,        0,   0.  0.  0.  0,  17, Kristine's iPhone, 
EC:BD:1D:5D:68:7E, 2018-09-15 16:29:26, 2018-09-15 16:29:26,  0,  -1, , ,   ,  -1,        0,        0,   0.  0.  0.  0,   0, , 
88:75:56:87:85:5F, 2018-09-15 16:29:25, 2018-09-15 16:29:25,  0,  -1, , ,   ,  -1,        0,        0,   0.  0.  0.  0,   0, , 
88:75:56:87:85:54, 2018-09-15 16:29:24, 2018-09-15 16:29:27,  0,  -1, OPN, ,   ,  -1,        0,        1, 100. 69.235. 16,   0, , 
84:78:AC:98:95:CE, 2018-09-15 16:29:24, 2018-09-15 16:29:24,  0,  -1, , ,   ,  -1,        0,        0,   0.  0.  0.  0,   0, , 
DC:FE:07:A3:A2:51, 2018-09-15 16:29:23, 2018-09-15 16:29:23,  0,  -1, , ,   ,  -1,        0,        0,   0.  0.  0.  0,   0, , 
20:3A:07:6F:55:96, 2018-09-15 16:29:23, 2018-09-15 16:29:25,  0,  -1, , ,   ,  -1,        0,        0,   0.  0.  0.  0,   0, , 
10:05:01:20:83:C8, 2018-09-15 16:29:23, 2018-09-15 16:29:25,  0,  -1, , ,   ,  -1,        0,        0,   0.  0.  0.  0,   0, , 
EC:BD:1D:5C:26:70, 2018-09-15 16:29:23, 2018-09-15 16:29:25,  0,  -1, OPN, ,   ,  -1,        0,        1,   0.  0.  0.  0,   0, , 
E0:AC:F1:C4:54:20, 2018-09-15 16:29:22, 2018-09-15 16:29:25,  0,  -1, , ,   ,  -1,        0,        0,   0.  0.  0.  0,   0, , 
20:3A:07:6F:55:93, 2018-09-15 16:29:21, 2018-09-15 16:29:23,  0,  -1, , ,   ,  -1,        0,        0,   0.  0.  0.  0,   0, , 
EC:BD:1D:5C:26:7E, 2018-09-15 16:29:21, 2018-09-15 16:29:25,  0,  -1, , ,   ,  -1,        0,        0,   0.  0.  0.  0,   0, , 
40:E3:D6:5D:86:F0, 2018-09-15 16:29:19, 2018-09-15 16:29:24,  0,  -1, , ,   ,  -1,        0,        0,   0.  0.  0.  0,   0, , 
20:3A:07:6F:55:97, 2018-09-15 16:29:20, 2018-09-15 16:29:20,  0,  -1, , ,   ,  -1,        0,        0,   0.  0.  0.  0,   0, , 
00:1A:DD:07:21:24, 2018-09-15 16:29:20, 2018-09-15 16:29:20,  0,  -1, , ,   ,  -1,        0,        0,   0.  0.  0.  0,   0, , 
DC:FE:07:A5:75:61, 2018-09-15 16:29:21, 2018-09-15 16:29:21,  0,  -1, , ,   ,  -1,        0,        0,   0.  0.  0.  0,   0, , 
10:DA:43:8F:21:A7, 2018-09-15 16:29:22, 2018-09-15 16:29:22,  0,  -1, WPA, ,   ,  -1,        0,        1,   0.  0.  0.  0,   0, , 
00:1A:DD:07:22:84, 2018-09-15 16:29:22, 2018-09-15 16:29:22,  0,  -1, OPN, ,   ,  -1,        0,        1,   0.  0.  0.  0,   0, , 
C4:13:E2:37:44:54, 2018-09-15 16:29:19, 2018-09-15 16:29:29,  0,  -1, , ,   ,  -1,        0,        0,   0.  0.  0.  0,   0, , 
C4:13:E2:37:44:64, 2018-09-15 16:29:19, 2018-09-15 16:29:30,  0,  -1, , ,   ,  -1,        0,        0,   0.  0.  0.  0,   0, , 
EC:BD:1D:5C:26:7F, 2018-09-15 16:29:19, 2018-09-15 16:29:30,  0,  -1, , ,   ,  -1,        0,        0,   0.  0.  0.  0,   0, , 
20:3A:07:6F:55:90, 2018-09-15 16:29:20, 2018-09-15 16:29:30,  0,  -1, OPN, ,   ,  -1,        0,        1,   0.  0.  0.  0,   0, , 
00:00:00:00:00:00, 2018-09-15 16:29:21, 2018-09-15 16:29:30,  0,  -1, , ,   ,  -1,        0,        0,   0.  0.  0.  0,   0, , 
20:3A:07:6F:55:9F, 2018-09-15 16:29:27, 2018-09-15 16:29:29,  0,  -1, , ,   ,  -1,        0,        0,   0.  0.  0.  0,   0, , 
C4:13:E2:37:42:A4, 2018-09-15 16:29:28, 2018-09-15 16:29:30,  0,  -1, , ,   ,  -1,        0,        0,   0.  0.  0.  0,   0, , 
88:75:56:87:85:50, 2018-09-15 16:29:30, 2018-09-15 16:29:30,  0,  -1, OPN, ,   ,  -1,        0,        1,   0.  0.  0.  0,   0, , 
FE:E9:98:BF:95:F7, 2018-09-15 16:29:30, 2018-09-15 16:29:30,  0,  -1, , ,   ,  -1,        0,        0,   0.  0.  0.  0,   0, , 
88:DC:96:30:AC:F2, 2018-09-15 16:29:19, 2018-09-15 16:29:30, 11,  54, OPN, ,   ,   0,     2452,     1102, 192.168.150.107,  12, Dunkin Guest, 
9A:DC:96:30:AC:F2, 2018-09-15 16:29:19, 2018-09-15 16:29:30, 11,  54, WPA2, CCMP,PSK,   0,     1928,        0,   0.  0.  0.  0,   0, , 
AA:DC:96:30:AC:F2, 2018-09-15 16:29:19, 2018-09-15 16:29:30, 11,  54, WPA2, CCMP,PSK,   0,     2249,        0,   0.  0.  0.  0,   0, , 
10:05:01:20:B6:F0, 2018-09-15 16:29:19, 2018-09-15 16:29:30, 11,  54, WPA2 WPA, CCMP TKIP,PSK,   0,     1461,        0,   0.  0.  0.  0,  13, CBCI-B7E9-2.4, 
A2:CC:2B:A0:7E:93, 2018-09-15 16:29:29, 2018-09-15 16:29:30, 11,  54, WPA2, CCMP,PSK,   0,        9,       27,   0.  0.  0.  0,  23, Samsung Galaxy S8+ 5746, 

Station MAC, First time seen, Last time seen, Power, # packets, BSSID, Probed ESSIDs
52:79:ED:6C:2B:48, 2018-09-15 16:29:22, 2018-09-15 16:29:22,   0,        1, (not associated) ,
E2:33:75:98:24:18, 2018-09-15 16:29:22, 2018-09-15 16:29:22,   0,        1, (not associated) ,
DA:A1:19:28:46:B9, 2018-09-15 16:29:22, 2018-09-15 16:29:22,   0,        2, (not associated) ,
7A:D1:16:1D:F7:7B, 2018-09-15 16:29:22, 2018-09-15 16:29:22,   0,        1, (not associated) ,
D6:F3:37:78:69:B7, 2018-09-15 16:29:22, 2018-09-15 16:29:22,   0,        1, (not associated) ,
5A:34:BC:A5:75:EE, 2018-09-15 16:29:22, 2018-09-15 16:29:22,   0,        1, (not associated) ,
6E:28:15:D3:B9:88, 2018-09-15 16:29:22, 2018-09-15 16:29:22,   0,        1, (not associated) ,
D6:0F:0F:66:32:DC, 2018-09-15 16:29:22, 2018-09-15 16:29:22,   0,        1, (not associated) ,
9E:61:3C:43:94:46, 2018-09-15 16:29:22, 2018-09-15 16:29:22,   0,        1, (not associated) ,
C6:2A:46:99:E8:C5, 2018-09-15 16:29:22, 2018-09-15 16:29:22,   0,        2, (not associated) ,
DA:A1:19:1B:31:FD, 2018-09-15 16:29:22, 2018-09-15 16:29:22,   0,        1, (not associated) ,
7E:01:48:56:8C:43, 2018-09-15 16:29:22, 2018-09-15 16:29:22,   0,        1, (not associated) ,
1E:11:DD:10:04:75, 2018-09-15 16:29:22, 2018-09-15 16:29:22,   0,        1, (not associated) ,
B2:AA:BD:27:D1:D7, 2018-09-15 16:29:22, 2018-09-15 16:29:22,   0,        1, (not associated) ,
34:08:BC:58:D9:CC, 2018-09-15 16:29:22, 2018-09-15 16:29:22,   0,        1, (not associated) ,SouthwestWiFi
7A:4F:08:F2:55:AE, 2018-09-15 16:29:22, 2018-09-15 16:29:22,   0,        1, (not associated) ,
76:F1:61:26:9F:C7, 2018-09-15 16:29:22, 2018-09-15 16:29:22,   0,        4, (not associated) ,g-guest
92:37:81:85:EC:6C, 2018-09-15 16:29:22, 2018-09-15 16:29:22,   0,        1, (not associated) ,
2E:D3:44:F3:CD:B6, 2018-09-15 16:29:22, 2018-09-15 16:29:22,   0,        1, (not associated) ,
AA:E5:00:09:27:C6, 2018-09-15 16:29:22, 2018-09-15 16:29:22,   0,        1, (not associated) ,
96:8C:A1:20:7B:9A, 2018-09-15 16:29:22, 2018-09-15 16:29:22,   0,       13, (not associated) ,
9E:EB:17:F8:76:9C, 2018-09-15 16:29:22, 2018-09-15 16:29:22,   0,        1, (not associated) ,
C2:DB:ED:DD:A6:39, 2018-09-15 16:29:22, 2018-09-15 16:29:22,   0,        1, (not associated) ,
D6:45:93:C0:7B:39, 2018-09-15 16:29:22, 2018-09-15 16:29:22,   0,        1, (not associated) ,
4A:F5:DE:EA:E0:F7, 2018-09-15 16:29:22, 2018-09-15 16:29:22,   0,        1, (not associated) ,
66:52:75:38:24:36, 2018-09-15 16:29:22, 2018-09-15 16:29:22,   0,        2, (not associated) ,
B6:0A:F7:E9:11:2D, 2018-09-15 16:29:22, 2018-09-15 16:29:22,   0,        2, (not associated) ,HOME_Guest_2.4GHz
2A:C3:6E:F6:45:FE, 2018-09-15 16:29:22, 2018-09-15 16:29:22,   0,        1, (not associated) ,
FC:2D:5E:6A:EA:21, 2018-09-15 16:29:22, 2018-09-15 16:29:23,   0,        2, C4:13:E2:37:44:54,The Club BWI
5E:19:4B:E4:59:55, 2018-09-15 16:29:22, 2018-09-15 16:29:22,   0,        1, (not associated) ,
1E:7A:D8:7B:B6:E7, 2018-09-15 16:29:22, 2018-09-15 16:29:22,   0,        1, (not associated) ,
72:AD:8B:DD:89:A3, 2018-09-15 16:29:22, 2018-09-15 16:29:22,   0,        2, (not associated) ,
5E:DE:4E:DF:19:F4, 2018-09-15 16:29:22, 2018-09-15 16:29:22,   0,        2, (not associated) ,
BE:7F:09:3E:43:E2, 2018-09-15 16:29:22, 2018-09-15 16:29:22,   0,        2, (not associated) ,g-guest
DA:A1:19:2A:02:0F, 2018-09-15 16:29:22, 2018-09-15 16:29:22,   0,        2, (not associated) ,
B2:86:80:9E:2A:D6, 2018-09-15 16:29:22, 2018-09-15 16:29:22,   0,        2, (not associated) ,
E2:91:B4:C9:5E:31, 2018-09-15 16:29:22, 2018-09-15 16:29:22,   0,        1, (not associated) ,
BA:BE:58:F8:4C:E6, 2018-09-15 16:29:22, 2018-09-15 16:29:22,   0,        1, (not associated) ,
BA:DD:A7:97:76:93, 2018-09-15 16:29:22, 2018-09-15 16:29:22,   0,        1, (not associated) ,
26:13:93:94:EA:41, 2018-09-15 16:29:22, 2018-09-15 16:29:22,   0,        1, (not associated) ,
6E:3A:D2:85:8D:7E, 2018-09-15 16:29:22, 2018-09-15 16:29:22,   0,        1, (not associated) ,
86:2F:4C:21:98:8A, 2018-09-15 16:29:22, 2018-09-15 16:29:22,   0,        2, (not associated) ,
42:A4:AB:8E:B5:06, 2018-09-15 16:29:22, 2018-09-15 16:29:22,   0,        1, (not associated) ,
AE:F2:DC:0F:D3:8A, 2018-09-15 16:29:22, 2018-09-15 16:29:22,   0,        2, (not associated) ,
DA:A1:19:F9:AB:5F, 2018-09-15 16:29:22, 2018-09-15 16:29:22,   0,        1, (not associated) ,
CE:6E:00:9B:35:B8, 2018-09-15 16:29:22, 2018-09-15 16:29:22,   0,        1, (not associated) ,
DA:A1:19:78:1F:9D, 2018-09-15 16:29:22, 2018-09-15 16:29:22,   0,        2, (not associated) ,
16:28:A8:84:21:78, 2018-09-15 16:29:22, 2018-09-15 16:29:22,   0,        2, (not associated) ,TMobileWingman
B6:E4:88:71:73:E1, 2018-09-15 16:29:22, 2018-09-15 16:29:22,   0,        1, (not associated) ,
42:B9:79:68:E1:1B, 2018-09-15 16:29:22, 2018-09-15 16:29:22,   0,        1, (not associated) ,
52:2A:3F:6A:1E:15, 2018-09-15 16:29:22, 2018-09-15 16:29:22,   0,        1, (not associated) ,
5E:71:DD:A5:A5:C4, 2018-09-15 16:29:22, 2018-09-15 16:29:22,   0,        1, (not associated) ,
6E:8D:51:0F:A1:0A, 2018-09-15 16:29:22, 2018-09-15 16:29:22,   0,        1, (not associated) ,
F6:7D:5A:F2:08:3A, 2018-09-15 16:29:22, 2018-09-15 16:29:22,   0,        1, (not associated) ,
02:EB:A7:05:5D:FD, 2018-09-15 16:29:22, 2018-09-15 16:29:22,   0,        1, (not associated) ,
DA:A1:19:D2:90:67, 2018-09-15 16:29:22, 2018-09-15 16:29:22,   0,        2, (not associated) ,
26:E2:D6:39:10:4F, 2018-09-15 16:29:22, 2018-09-15 16:29:22,   0,        1, (not associated) ,
7A:A0:B0:BE:39:DC, 2018-09-15 16:29:22, 2018-09-15 16:29:22,   0,        1, (not associated) ,
32:61:A7:FB:1B:03, 2018-09-15 16:29:22, 2018-09-15 16:29:22,   0,        2, (not associated) ,
3A:EE:08:44:AC:76, 2018-09-15 16:29:21, 2018-09-15 16:29:21,   0,        3, (not associated) ,HOME_Guest_2.4GHz
5A:E2:20:24:5F:92, 2018-09-15 16:29:21, 2018-09-15 16:29:21,   0,        1, (not associated) ,
AA:B9:C7:BA:86:11, 2018-09-15 16:29:21, 2018-09-15 16:29:21,   0,        1, (not associated) ,
8E:59:BF:23:8C:9A, 2018-09-15 16:29:21, 2018-09-15 16:29:21,   0,        1, (not associated) ,
30:8C:FB:4F:48:7A, 2018-09-15 16:29:21, 2018-09-15 16:29:21,   0,        1, (not associated) ,DropCam
6A:86:D9:D7:DC:1D, 2018-09-15 16:29:21, 2018-09-15 16:29:21,   0,        2, (not associated) ,
DA:A1:19:33:FF:64, 2018-09-15 16:29:21, 2018-09-15 16:29:21,   0,        1, (not associated) ,
46:0D:E5:E3:BA:E1, 2018-09-15 16:29:21, 2018-09-15 16:29:21,   0,        1, (not associated) ,
62:32:6E:78:CC:EE, 2018-09-15 16:29:21, 2018-09-15 16:29:21,   0,        1, (not associated) ,
C6:36:78:7C:39:47, 2018-09-15 16:29:21, 2018-09-15 16:29:21,   0,        1, (not associated) ,
A2:B8:19:FA:28:40, 2018-09-15 16:29:21, 2018-09-15 16:29:21,   0,        1, (not associated) ,
A6:E2:B0:E5:68:1B, 2018-09-15 16:29:21, 2018-09-15 16:29:21,   0,        2, (not associated) ,
22:BB:CA:78:80:06, 2018-09-15 16:29:21, 2018-09-15 16:29:21,   0,        1, (not associated) ,
36:93:69:2C:EF:86, 2018-09-15 16:29:21, 2018-09-15 16:29:21,   0,        2, (not associated) ,
36:4E:63:19:5E:DA, 2018-09-15 16:29:21, 2018-09-15 16:29:21,   0,        1, (not associated) ,
2E:DC:D9:9C:BC:CB, 2018-09-15 16:29:21, 2018-09-15 16:29:21,   0,        2, (not associated) ,
72:93:ED:AD:5D:16, 2018-09-15 16:29:21, 2018-09-15 16:29:21,   0,        1, (not associated) ,
32:E8:CE:DA:57:73, 2018-09-15 16:29:21, 2018-09-15 16:29:21,   0,        1, (not associated) ,
66:98:78:D6:41:67, 2018-09-15 16:29:21, 2018-09-15 16:29:21,   0,        1, (not associated) ,
66:1D:D4:D6:88:DD, 2018-09-15 16:29:21, 2018-09-15 16:29:21,   0,        1, (not associated) ,
46:DB:72:09:03:AC, 2018-09-15 16:29:21, 2018-09-15 16:29:21,   0,        2, (not associated) ,
3E:BF:4F:1B:DC:F8, 2018-09-15 16:29:21, 2018-09-15 16:29:21,   0,        1, (not associated) ,
D6:46:45:95:98:49, 2018-09-15 16:29:21, 2018-09-15 16:29:21,   0,        1, (not associated) ,
5E:C7:C9:1F:CB:57, 2018-09-15 16:29:21, 2018-09-15 16:29:21,   0,        1, (not associated) ,
9E:5D:8F:44:87:E6, 2018-09-15 16:29:21, 2018-09-15 16:29:21,   0,        1, (not associated) ,
A6:70:45:4F:0E:D6, 2018-09-15 16:29:21, 2018-09-15 16:29:21,   0,        2, (not associated) ,
76:6D:04:60:37:5F, 2018-09-15 16:29:21, 2018-09-15 16:29:21,   0,        1, (not associated) ,
F6:EB:29:CB:09:A0, 2018-09-15 16:29:21, 2018-09-15 16:29:21,   0,        1, (not associated) ,
5E:13:36:9B:00:8F, 2018-09-15 16:29:21, 2018-09-15 16:29:21,   0,        2, (not associated) ,TMobileWingman
76:7C:18:65:A0:64, 2018-09-15 16:29:21, 2018-09-15 16:29:21,   0,        2, (not associated) ,
0E:91:C0:54:97:C1, 2018-09-15 16:29:21, 2018-09-15 16:29:21,   0,        3, (not associated) ,
B8:53:AC:A6:71:0E, 2018-09-15 16:29:21, 2018-09-15 16:29:23,   0,       11, 20:3A:07:6F:55:93,Boingo Hotspot
FA:FA:D4:86:21:C7, 2018-09-15 16:29:21, 2018-09-15 16:29:21,   0,        1, (not associated) ,
0E:B2:56:10:19:AE, 2018-09-15 16:29:21, 2018-09-15 16:29:21,   0,        1, (not associated) ,
BE:E2:51:21:67:12, 2018-09-15 16:29:21, 2018-09-15 16:29:21,   0,        1, (not associated) ,
62:0F:B7:3D:75:74, 2018-09-15 16:29:21, 2018-09-15 16:29:21,   0,        1, (not associated) ,
DA:A1:19:90:8F:CE, 2018-09-15 16:29:21, 2018-09-15 16:29:21,   0,        2, (not associated) ,
B2:4F:8D:19:30:3C, 2018-09-15 16:29:21, 2018-09-15 16:29:21,   0,        1, (not associated) ,
F2:3E:A3:BC:19:54, 2018-09-15 16:29:21, 2018-09-15 16:29:21,   0,        1, (not associated) ,
E6:D3:66:8E:F7:C8, 2018-09-15 16:29:21, 2018-09-15 16:29:21,   0,        1, (not associated) ,
FA:66:DB:35:6E:F2, 2018-09-15 16:29:21, 2018-09-15 16:29:21,   0,        1, (not associated) ,
A2:4D:4C:1E:7C:3E, 2018-09-15 16:29:21, 2018-09-15 16:29:21,   0,        1, (not associated) ,
96:A2:DD:E6:39:A4, 2018-09-15 16:29:21, 2018-09-15 16:29:21,   0,        1, (not associated) ,
B6:E0:CE:76:26:9A, 2018-09-15 16:29:21, 2018-09-15 16:29:21,   0,        1, (not associated) ,
CC:29:F5:1E:88:E5, 2018-09-15 16:29:21, 2018-09-15 16:29:21,   0,        5, EC:BD:1D:5C:26:7E,
42:A6:E9:20:D0:6F, 2018-09-15 16:29:21, 2018-09-15 16:29:21,   0,        1, (not associated) ,
12:62:0C:DA:A6:84, 2018-09-15 16:29:21, 2018-09-15 16:29:21,   0,        1, (not associated) ,
A2:A5:1F:C2:8A:E8, 2018-09-15 16:29:21, 2018-09-15 16:29:21,   0,        1, (not associated) ,
FE:7E:91:05:3A:77, 2018-09-15 16:29:21, 2018-09-15 16:29:21,   0,        1, (not associated) ,
C6:19:BE:F6:D6:92, 2018-09-15 16:29:21, 2018-09-15 16:29:21,   0,        2, (not associated) ,
36:7A:C2:7C:4D:1E, 2018-09-15 16:29:21, 2018-09-15 16:29:21,   0,        2, (not associated) ,
BA:D4:37:20:39:F1, 2018-09-15 16:29:21, 2018-09-15 16:29:21,   0,        1, (not associated) ,
4A:D7:B6:77:AF:67, 2018-09-15 16:29:21, 2018-09-15 16:29:21,   0,        2, (not associated) ,
32:88:BD:E0:79:AB, 2018-09-15 16:29:21, 2018-09-15 16:29:21,   0,        1, (not associated) ,
FA:FB:FF:A8:30:75, 2018-09-15 16:29:21, 2018-09-15 16:29:21,   0,        2, (not associated) ,guestwlan
AA:35:1E:25:BA:9E, 2018-09-15 16:29:21, 2018-09-15 16:29:21,   0,        2, (not associated) ,
D2:D4:76:8F:11:5B, 2018-09-15 16:29:21, 2018-09-15 16:29:21,   0,        3, (not associated) ,MSP-WiFi,BOK_GUEST
96:2E:71:89:90:FA, 2018-09-15 16:29:21, 2018-09-15 16:29:21,   0,        1, (not associated) ,
CA:1B:C9:EA:3E:E6, 2018-09-15 16:29:21, 2018-09-15 16:29:21,   0,        1, (not associated) ,
AA:77:81:57:DE:80, 2018-09-15 16:29:21, 2018-09-15 16:29:21,   0,        2, (not associated) ,TMobileWingman
B2:F8:C4:D0:04:45, 2018-09-15 16:29:21, 2018-09-15 16:29:21,   0,        2, (not associated) ,
0E:96:AC:7A:29:2F, 2018-09-15 16:29:21, 2018-09-15 16:29:21,   0,        1, (not associated) ,
1E:B3:5B:80:9D:7F, 2018-09-15 16:29:21, 2018-09-15 16:29:21,   0,        2, (not associated) ,
62:5D:1A:C1:DD:46, 2018-09-15 16:29:21, 2018-09-15 16:29:21,   0,        4, (not associated) ,BEVNET-NOACCESS2
22:92:3B:DF:8F:0E, 2018-09-15 16:29:21, 2018-09-15 16:29:21,   0,        1, (not associated) ,
F6:BB:FB:61:EF:75, 2018-09-15 16:29:21, 2018-09-15 16:29:21,   0,        2, (not associated) ,
D6:D4:69:7E:1D:CC, 2018-09-15 16:29:21, 2018-09-15 16:29:21,   0,        6, (not associated) ,RJ Guest Wireless,TheKing-guest
0E:87:CC:A4:22:D6, 2018-09-15 16:29:21, 2018-09-15 16:29:21,   0,        2, (not associated) ,
D2:43:AA:3A:32:5A, 2018-09-15 16:29:21, 2018-09-15 16:29:21,   0,        1, (not associated) ,
F2:BE:25:8A:D4:22, 2018-09-15 16:29:21, 2018-09-15 16:29:21,   0,        1, (not associated) ,
DA:A1:19:DB:33:2D, 2018-09-15 16:29:21, 2018-09-15 16:29:21,   0,        1, (not associated) ,
DA:A1:19:E8:B4:10, 2018-09-15 16:29:21, 2018-09-15 16:29:21,   0,        1, (not associated) ,
32:08:5A:27:11:C3, 2018-09-15 16:29:21, 2018-09-15 16:29:21,   0,        1, (not associated) ,
E2:99:9F:30:5C:22, 2018-09-15 16:29:21, 2018-09-15 16:29:21,   0,        2, (not associated) ,
86:F4:88:3E:8D:97, 2018-09-15 16:29:21, 2018-09-15 16:29:21,   0,        2, (not associated) ,
DE:77:34:5B:15:F7, 2018-09-15 16:29:21, 2018-09-15 16:29:21,   0,        2, (not associated) ,
DE:DC:3F:0C:EA:7F, 2018-09-15 16:29:21, 2018-09-15 16:29:21,   0,        2, (not associated) ,
66:40:53:03:EE:B7, 2018-09-15 16:29:21, 2018-09-15 16:29:21,   0,        1, (not associated) ,
C2:33:C0:1E:78:5F, 2018-09-15 16:29:21, 2018-09-15 16:29:21,   0,        3, (not associated) ,MSP-WiFi,BOK_GUEST
62:54:9E:5E:FC:DF, 2018-09-15 16:29:21, 2018-09-15 16:29:21,   0,        1, (not associated) ,
9E:1F:DF:F4:2A:61, 2018-09-15 16:29:21, 2018-09-15 16:29:21,   0,        1, (not associated) ,
2A:5F:5F:81:59:8B, 2018-09-15 16:29:21, 2018-09-15 16:29:21,   0,        1, (not associated) ,
EA:19:9B:00:42:11, 2018-09-15 16:29:21, 2018-09-15 16:29:21,   0,        1, (not associated) ,
FA:C3:16:A9:38:C7, 2018-09-15 16:29:21, 2018-09-15 16:29:21,   0,        1, (not associated) ,
12:77:B3:BC:58:3F, 2018-09-15 16:29:21, 2018-09-15 16:29:21,   0,        2, (not associated) ,
F2:15:3B:0C:69:5D, 2018-09-15 16:29:21, 2018-09-15 16:29:21,   0,        2, (not associated) ,MSP-WiFi,BOK_GUEST
A6:04:5F:E6:AE:37, 2018-09-15 16:29:21, 2018-09-15 16:29:21,   0,        2, (not associated) ,
A2:18:E4:D3:72:11, 2018-09-15 16:29:21, 2018-09-15 16:29:21,   0,        2, (not associated) ,
DA:A1:19:9F:20:5E, 2018-09-15 16:29:21, 2018-09-15 16:29:21,   0,        2, (not associated) ,
DA:A1:19:D8:52:8A, 2018-09-15 16:29:21, 2018-09-15 16:29:21,   0,        1, (not associated) ,
06:85:71:BD:EE:5A, 2018-09-15 16:29:21, 2018-09-15 16:29:21,   0,        1, (not associated) ,
C2:B5:E5:F8:40:31, 2018-09-15 16:29:21, 2018-09-15 16:29:21,   0,        1, (not associated) ,
C4:13:E2:37:44:54, 2018-09-15 16:29:21, 2018-09-15 16:29:21,   0,        2, (not associated) ,
D6:CC:20:F4:93:13, 2018-09-15 16:29:21, 2018-09-15 16:29:21,   0,        1, (not associated) ,
6E:ED:CE:49:EF:00, 2018-09-15 16:29:21, 2018-09-15 16:29:21,   0,        4, (not associated) ,MSP-WiFi,BOK_GUEST
92:06:67:DE:8C:58, 2018-09-15 16:29:21, 2018-09-15 16:29:21,   0,        1, (not associated) ,
5E:E5:85:45:66:CE, 2018-09-15 16:29:21, 2018-09-15 16:29:21,   0,        3, (not associated) ,
02:8E:E6:83:37:27, 2018-09-15 16:29:21, 2018-09-15 16:29:21,   0,        1, (not associated) ,
96:A6:F4:90:86:A3, 2018-09-15 16:29:21, 2018-09-15 16:29:21,   0,        1, (not associated) ,
46:21:62:94:15:E6, 2018-09-15 16:29:21, 2018-09-15 16:29:21,   0,        2, (not associated) ,
1E:DA:B2:25:C5:C6, 2018-09-15 16:29:21, 2018-09-15 16:29:21,   0,        2, (not associated) ,
42:BC:1B:BB:68:72, 2018-09-15 16:29:21, 2018-09-15 16:29:21,   0,        1, (not associated) ,
42:B8:D0:D3:61:A3, 2018-09-15 16:29:21, 2018-09-15 16:29:21,   0,        1, (not associated) ,
BA:EC:C6:F4:82:07, 2018-09-15 16:29:21, 2018-09-15 16:29:21,   0,        1, (not associated) ,
72:1A:0E:E0:AB:35, 2018-09-15 16:29:21, 2018-09-15 16:29:21,   0,        1, (not associated) ,
1E:A7:9E:25:2D:B0, 2018-09-15 16:29:21, 2018-09-15 16:29:21,   0,        1, (not associated) ,
DA:A1:19:45:F2:B7, 2018-09-15 16:29:21, 2018-09-15 16:29:21,   0,        2, (not associated) ,
DA:A1:19:18:E6:B1, 2018-09-15 16:29:21, 2018-09-15 16:29:21,   0,        1, (not associated) ,
8A:3D:B1:EA:25:37, 2018-09-15 16:29:21, 2018-09-15 16:29:21,   0,        2, (not associated) ,
4A:2C:8D:40:27:7E, 2018-09-15 16:29:21, 2018-09-15 16:29:21,   0,        2, (not associated) ,BEVNET-NOACCESS2
18:B4:30:DF:39:A4, 2018-09-15 16:29:21, 2018-09-15 16:29:24,   0,        2, (not associated) ,DropCam
12:94:CF:93:C9:52, 2018-09-15 16:29:21, 2018-09-15 16:29:21,   0,        1, (not associated) ,
7A:B3:1D:FD:0D:E7, 2018-09-15 16:29:21, 2018-09-15 16:29:21,   0,        1, (not associated) ,
C6:95:05:2F:EB:B1, 2018-09-15 16:29:21, 2018-09-15 16:29:21,   0,        1, (not associated) ,
DA:A1:19:44:78:ED, 2018-09-15 16:29:21, 2018-09-15 16:29:21,   0,        1, (not associated) ,
9C:8C:6E:17:E0:DB, 2018-09-15 16:29:21, 2018-09-15 16:29:22,   0,        2, (not associated) ,
5E:D2:A8:47:EC:C4, 2018-09-15 16:29:21, 2018-09-15 16:29:21,   0,        1, (not associated) ,
5E:74:29:8C:94:BF, 2018-09-15 16:29:21, 2018-09-15 16:29:21,   0,        1, (not associated) ,
3A:17:AF:08:D5:70, 2018-09-15 16:29:21, 2018-09-15 16:29:21,   0,        1, (not associated) ,
1A:34:D2:FE:80:99, 2018-09-15 16:29:21, 2018-09-15 16:29:21,   0,        1, (not associated) ,
26:9E:44:30:66:5D, 2018-09-15 16:29:21, 2018-09-15 16:29:21,   0,        1, (not associated) ,
DA:A1:19:4C:C0:81, 2018-09-15 16:29:21, 2018-09-15 16:29:21,   0,        1, (not associated) ,
00:DB:70:41:40:3D, 2018-09-15 16:29:21, 2018-09-15 16:29:21,   0,        8, DC:FE:07:A5:75:61,xfinitywifi
3E:78:17:99:7D:5B, 2018-09-15 16:29:21, 2018-09-15 16:29:21,   0,        1, (not associated) ,
5C:AF:06:69:0F:0F, 2018-09-15 16:29:21, 2018-09-15 16:29:23,   0,        5, (not associated) ,
